t_s,rtt_ms,capacity_mbps,loss_p,reconfig
3.7000,35.000,95.0194,0.000500,0
3.7500,35.000,95.2613,0.000500,0
3.8000,35.000,95.5013,0.000500,0
3.8500,35.000,95.7377,0.000500,0
3.9000,35.000,95.9687,0.000500,0
3.9500,35.000,96.1928,0.000500,0
4.0000,35.000,96.4082,0.000500,0
4.0500,35.000,96.6135,0.000500,0
4.1000,35.000,96.8071,0.000500,0
4.1500,35.000,96.9877,0.000500,0
4.2000,35.000,97.1539,0.000500,0
4.2500,35.000,97.3046,0.000500,0
4.3000,35.000,97.4386,0.000500,0
4.3500,35.000,97.5550,0.000500,0
4.4000,35.000,97.6530,0.000500,0
4.4500,35.000,97.7318,0.000500,0
4.5000,35.000,97.7909,0.000500,0
4.5500,35.000,97.8299,0.000500,0
4.6000,35.000,97.8484,0.000500,0
4.6500,35.000,97.8463,0.000500,0
4.7000,35.000,97.8237,0.000500,0
4.7500,35.000,97.7807,0.000500,0
4.8000,35.000,97.7176,0.000500,0
4.8500,35.000,97.6349,0.000500,0
4.9000,35.000,97.5332,0.000500,0
4.9500,35.000,97.4131,0.000500,0
5.0000,35.000,97.2757,0.000500,0
5.0500,35.000,97.1218,0.000500,0
5.1000,35.000,96.9526,0.000500,0
5.1500,35.000,96.7693,0.000500,0
5.2000,35.000,96.5732,0.000500,0
5.2500,35.000,96.3658,0.000500,0
5.3000,35.000,96.1485,0.000500,0
5.3500,35.000,95.9229,0.000500,0
5.4000,35.000,95.6907,0.000500,0
5.4500,35.000,95.4534,0.000500,0
5.5000,35.000,95.2129,0.000500,0
5.5500,35.000,94.9709,0.000500,0
5.6000,35.000,94.7290,0.000500,0
5.6500,35.000,94.4891,0.000500,0
5.7000,35.000,94.2529,0.000500,0
5.7500,35.000,94.0221,0.000500,0
5.8000,35.000,93.7984,0.000500,0
5.8500,35.000,93.5833,0.000500,0
5.9000,35.000,93.3785,0.000500,0
5.9500,35.000,93.1854,0.000500,0
6.0000,35.000,93.0054,0.000500,0
6.0500,35.000,92.8397,0.000500,0
6.1000,35.000,92.6897,0.000500,0
6.1500,35.000,92.5564,0.000500,0
6.2000,35.000,92.4407,0.000500,0
6.2500,35.000,92.3435,0.000500,0
6.3000,35.000,92.2654,0.000500,0
6.3500,35.000,92.2071,0.000500,0
6.4000,35.000,92.1690,0.000500,0
6.4500,35.000,92.1513,0.000500,0
6.5000,35.000,92.1542,0.000500,0
6.5500,35.000,92.1777,0.000500,0
6.6000,35.000,92.2215,0.000500,0
6.6500,35.000,92.2854,0.000500,0
6.7000,35.000,92.3688,0.000500,0
6.7500,35.000,92.4713,0.000500,0
6.8000,35.000,92.5920,0.000500,0
6.8500,35.000,92.7302,0.000500,0
6.9000,35.000,92.8847,0.000500,0
6.9500,35.000,93.0545,0.000500,0
7.0000,35.000,93.2383,0.000500,0
7.0500,35.000,93.4349,0.000500,0
7.1000,35.000,93.6427,0.000500,0
7.1500,35.000,93.8604,0.000500,0
7.2000,35.000,94.0863,0.000500,0
7.2500,35.000,94.3188,0.000500,0
7.3000,35.000,94.5562,0.000500,0
7.3500,35.000,94.7968,0.000500,0
7.4000,35.000,95.0388,0.000500,0
7.4500,35.000,95.2806,0.000500,0
7.5000,35.000,95.5204,0.000500,0
7.5500,35.000,95.7564,0.000500,0
7.6000,35.000,95.9870,0.000500,0
7.6500,35.000,96.2104,0.000500,0
7.7000,35.000,96.4251,0.000500,0
7.7500,35.000,96.6295,0.000500,0
7.8000,35.000,96.8221,0.000500,0
7.8500,35.000,97.0016,0.000500,0
7.9000,35.000,97.1666,0.000500,0
7.9500,35.000,97.3160,0.000500,0
8.0000,35.000,97.4486,0.000500,0
8.0500,35.000,97.5636,0.000500,0
8.1000,35.000,97.6600,0.000500,0
8.1500,35.000,97.7373,0.000500,0
8.2000,35.000,97.7948,0.000500,0
8.2500,35.000,97.8321,0.000500,0
8.3000,35.000,97.8489,0.000500,0
8.3500,35.000,97.8452,0.000500,0
8.4000,35.000,97.8210,0.000500,0
8.4500,35.000,97.7764,0.000500,0
8.5000,35.000,97.7117,0.000500,0
8.5500,35.000,97.6274,0.000500,0
8.6000,35.000,97.5242,0.000500,0
8.6500,35.000,97.4027,0.000500,0
8.7000,35.000,97.2639,0.000500,0
8.7500,35.000,97.1088,0.000500,0
8.8000,35.000,96.9384,0.000500,0
8.8500,35.000,96.7540,0.000500,0
8.9000,35.000,96.5570,0.000500,0
8.9500,35.000,96.3487,0.000500,0
9.0000,35.000,96.1307,0.000500,0
9.0500,35.000,95.9045,0.000500,0
9.1000,35.000,95.6718,0.000500,0
9.1500,35.000,95.4342,0.000500,0
9.2000,35.000,95.1935,0.000500,0
9.2500,35.000,94.9514,0.000500,0
9.3000,35.000,94.7097,0.000500,0
9.3500,35.000,94.4700,0.000500,0
9.4000,35.000,94.2342,0.000500,0
9.4500,35.000,94.0039,0.000500,0
9.5000,35.000,93.7808,0.000500,0
9.5500,35.000,93.5665,0.000500,0
9.6000,35.000,93.3626,0.000500,0
9.6500,35.000,93.1704,0.000500,0
9.7000,35.000,92.9915,0.000500,0
9.7500,35.000,92.8271,0.000500,0
9.8000,35.000,92.6784,0.000500,0
9.8500,35.000,92.5464,0.000500,0
9.9000,35.000,92.4322,0.000500,0
9.9500,35.000,92.3365,0.000500,0
10.0000,35.000,92.2600,0.000500,0
10.0500,35.000,92.2033,0.000500,0
10.1000,90.484,130.9114,0.080000,1
10.1500,90.484,131.1848,0.080000,0
10.2000,90.484,131.4744,0.080000,0
10.2500,90.484,131.7782,0.080000,0
10.3000,90.484,132.0938,0.080000,0
10.3500,90.484,132.4190,0.080000,0
10.4000,90.484,132.7515,0.080000,0
10.4500,90.484,133.0889,0.080000,0
10.5000,63.984,133.4288,0.000500,0
10.5500,63.984,133.7686,0.000500,0
10.6000,63.984,134.1059,0.000500,0
10.6500,63.984,134.4384,0.000500,0
10.7000,63.984,134.7635,0.000500,0
10.7500,63.984,135.0790,0.000500,0
10.8000,63.984,135.3826,0.000500,0
10.8500,63.984,135.6721,0.000500,0
10.9000,63.984,135.9453,0.000500,0
10.9500,63.984,136.2004,0.000500,0
11.0000,63.984,136.4354,0.000500,0
11.0500,63.984,136.6487,0.000500,0
11.1000,63.984,136.8387,0.000500,0
11.1500,63.984,137.0041,0.000500,0
11.2000,63.984,137.1437,0.000500,0
11.2500,63.984,137.2565,0.000500,0
11.3000,63.984,137.3416,0.000500,0
11.3500,63.984,137.3984,0.000500,0
11.4000,63.984,137.4265,0.000500,0
11.4500,63.984,137.4258,0.000500,0
11.5000,63.984,137.3962,0.000500,0
11.5500,63.984,137.3379,0.000500,0
11.6000,63.984,137.2514,0.000500,0
11.6500,63.984,137.1373,0.000500,0
11.7000,63.984,136.9964,0.000500,0
11.7500,63.984,136.8297,0.000500,0
11.8000,63.984,136.6385,0.000500,0
11.8500,63.984,136.4240,0.000500,0
11.9000,63.984,136.1879,0.000500,0
11.9500,63.984,135.9319,0.000500,0
12.0000,63.984,135.6578,0.000500,0
12.0500,63.984,135.3676,0.000500,0
12.1000,63.984,135.0634,0.000500,0
12.1500,63.984,134.7473,0.000500,0
12.2000,63.984,134.4217,0.000500,0
12.2500,63.984,134.0890,0.000500,0
12.3000,63.984,133.7514,0.000500,0
12.3500,63.984,133.4116,0.000500,0
12.4000,63.984,133.0718,0.000500,0
12.4500,63.984,132.7346,0.000500,0
12.5000,63.984,132.4024,0.000500,0
12.5500,63.984,132.0776,0.000500,0
12.6000,63.984,131.7625,0.000500,0
12.6500,63.984,131.4595,0.000500,0
12.7000,63.984,131.1706,0.000500,0
12.7500,63.984,130.8981,0.000500,0
12.8000,63.984,130.6438,0.000500,0
12.8500,63.984,130.4096,0.000500,0
12.9000,63.984,130.1972,0.000500,0
12.9500,63.984,130.0081,0.000500,0
13.0000,63.984,129.8437,0.000500,0
13.0500,63.984,129.7052,0.000500,0
13.1000,63.984,129.5935,0.000500,0
13.1500,63.984,129.5096,0.000500,0
13.2000,63.984,129.4539,0.000500,0
13.2500,63.984,129.4269,0.000500,0
13.3000,63.984,129.4288,0.000500,0
13.3500,63.984,129.4595,0.000500,0
13.4000,63.984,129.5190,0.000500,0
13.4500,63.984,129.6066,0.000500,0
13.5000,63.984,129.7218,0.000500,0
13.5500,63.984,129.8638,0.000500,0
13.6000,63.984,130.0314,0.000500,0
13.6500,63.984,130.2237,0.000500,0
13.7000,63.984,130.4390,0.000500,0
13.7500,63.984,130.6759,0.000500,0
13.8000,63.984,130.9327,0.000500,0
13.8500,63.984,131.2075,0.000500,0
13.9000,63.984,131.4983,0.000500,0
13.9500,63.984,131.8031,0.000500,0
14.0000,63.984,132.1195,0.000500,0
14.0500,63.984,132.4454,0.000500,0
14.1000,63.984,132.7784,0.000500,0
14.1500,63.984,133.1161,0.000500,0
14.2000,63.984,133.4560,0.000500,0
14.2500,63.984,133.7957,0.000500,0
14.3000,63.984,134.1328,0.000500,0
14.3500,63.984,134.4648,0.000500,0
14.4000,63.984,134.7892,0.000500,0
14.4500,63.984,135.1038,0.000500,0
14.5000,63.984,135.4064,0.000500,0
14.5500,63.984,135.6946,0.000500,0
14.6000,63.984,135.9664,0.000500,0
14.6500,63.984,136.2200,0.000500,0
14.7000,63.984,136.4533,0.000500,0
14.7500,63.984,136.6648,0.000500,0
14.8000,63.984,136.8529,0.000500,0
14.8500,63.984,137.0163,0.000500,0
14.9000,63.984,137.1538,0.000500,0
14.9500,63.984,137.2643,0.000500,0
15.0000,63.984,137.3472,0.000500,0
15.0500,63.984,137.4017,0.000500,0
15.1000,63.984,137.4275,0.000500,0
15.1500,63.984,137.4245,0.000500,0
15.2000,63.984,137.3926,0.000500,0
15.2500,63.984,137.3320,0.000500,0
15.3000,63.984,137.2433,0.000500,0
15.3500,63.984,137.1270,0.000500,0
15.4000,63.984,136.9840,0.000500,0
15.4500,63.984,136.8153,0.000500,0
15.5000,63.984,136.6221,0.000500,0
15.5500,63.984,136.4059,0.000500,0
15.6000,63.984,136.1681,0.000500,0
15.6500,63.984,135.9106,0.000500,0
15.7000,63.984,135.6351,0.000500,0
15.7500,63.984,135.3437,0.000500,0
15.8000,63.984,135.0384,0.000500,0
15.8500,63.984,134.7215,0.000500,0
15.9000,63.984,134.3953,0.000500,0
15.9500,63.984,134.0621,0.000500,0
16.0000,63.984,133.7242,0.000500,0
16.0500,63.984,133.3843,0.000500,0
16.1000,63.984,133.0446,0.000500,0
16.1500,63.984,132.7077,0.000500,0
16.2000,63.984,132.3760,0.000500,0
16.2500,63.984,132.0519,0.000500,0
16.3000,63.984,131.7377,0.000500,0
16.3500,63.984,131.4357,0.000500,0
16.4000,63.984,131.1481,0.000500,0
16.4500,63.984,130.8770,0.000500,0
16.5000,63.984,130.6242,0.000500,0
16.5500,63.984,130.3917,0.000500,0
16.6000,63.984,130.1812,0.000500,0
16.6500,63.984,129.9940,0.000500,0
16.7000,63.984,129.8316,0.000500,0
16.7500,63.984,129.6952,0.000500,0
16.8000,63.984,129.5858,0.000500,0
16.8500,63.984,129.5041,0.000500,0
16.9000,63.984,129.4507,0.000500,0
16.9500,63.984,129.4260,0.000500,0
17.0000,63.984,129.4302,0.000500,0
17.0500,63.984,129.4633,0.000500,0
17.1000,63.984,129.5249,0.000500,0
17.1500,63.984,129.6148,0.000500,0
17.2000,63.984,129.7322,0.000500,0
17.2500,63.984,129.8763,0.000500,0
17.3000,63.984,130.0460,0.000500,0
17.3500,63.984,130.2401,0.000500,0
17.4000,63.984,130.4572,0.000500,0
17.4500,63.984,130.6958,0.000500,0
17.5000,63.984,130.9541,0.000500,0
17.5500,63.984,131.2302,0.000500,0
17.6000,63.984,131.5223,0.000500,0
17.6500,63.984,131.8280,0.000500,0
17.7000,63.984,132.1453,0.000500,0
17.7500,63.984,132.4719,0.000500,0
17.8000,63.984,132.8054,0.000500,0
17.8500,63.984,133.1433,0.000500,0
17.9000,63.984,133.4833,0.000500,0
17.9500,63.984,133.8229,0.000500,0
18.0000,63.984,134.1596,0.000500,0
18.0500,63.984,134.4911,0.000500,0
18.1000,63.984,134.8148,0.000500,0
18.1500,63.984,135.1286,0.000500,0
18.2000,63.984,135.4300,0.000500,0
18.2500,63.984,135.7170,0.000500,0
18.3000,63.984,135.9875,0.000500,0
18.3500,63.984,136.2394,0.000500,0
18.4000,63.984,136.4711,0.000500,0
18.4500,63.984,136.6808,0.000500,0
18.5000,63.984,136.8669,0.000500,0
18.5500,63.984,137.0283,0.000500,0
18.6000,63.984,137.1636,0.000500,0
18.6500,63.984,137.2720,0.000500,0
18.7000,63.984,137.3526,0.000500,0
18.7500,63.984,137.4048,0.000500,0
18.8000,63.984,137.4284,0.000500,0
18.8500,63.984,137.4230,0.000500,0
18.9000,63.984,137.3888,0.000500,0
18.9500,63.984,137.3259,0.000500,0
19.0000,63.984,137.2350,0.000500,0
19.0500,63.984,137.1165,0.000500,0
19.1000,63.984,136.9714,0.000500,0
19.1500,63.984,136.8007,0.000500,0
19.2000,63.984,136.6056,0.000500,0
19.2500,63.984,136.3876,0.000500,0
19.3000,63.984,136.1482,0.000500,0
19.3500,63.984,135.8891,0.000500,0
19.4000,63.984,135.6123,0.000500,0
19.4500,63.984,135.3197,0.000500,0
19.5000,63.984,135.0134,0.000500,0
19.5500,63.984,134.6957,0.000500,0
19.6000,63.984,134.3688,0.000500,0
19.6500,63.984,134.0351,0.000500,0
19.7000,63.984,133.6970,0.000500,0
19.7500,63.984,133.3570,0.000500,0
19.8000,63.984,133.0175,0.000500,0
19.8500,63.984,132.6809,0.000500,0
19.9000,63.984,132.3497,0.000500,0
19.9500,69.708,117.2024,0.080000,1
20.0000,69.708,117.1501,0.080000,0
20.0500,69.708,117.1237,0.080000,0
20.1000,69.708,117.1235,0.080000,0
20.1500,69.708,117.1493,0.080000,0
20.2000,69.708,117.2012,0.080000,0
20.2500,69.708,117.2786,0.080000,0
20.3000,69.708,117.3810,0.080000,0
20.3500,45.151,117.5077,0.000500,0
20.4000,45.151,117.6577,0.000500,0
20.4500,45.151,117.8300,0.000500,0
20.5000,45.151,118.0234,0.000500,0
20.5500,45.151,118.2364,0.000500,0
20.6000,45.151,118.4674,0.000500,0
20.6500,45.151,118.7149,0.000500,0
20.7000,45.151,118.9771,0.000500,0
20.7500,45.151,119.2520,0.000500,0
20.8000,45.151,119.5376,0.000500,0
20.8500,45.151,119.8320,0.000500,0
20.9000,45.151,120.1329,0.000500,0
20.9500,45.151,120.4383,0.000500,0
21.0000,45.151,120.7458,0.000500,0
21.0500,45.151,121.0533,0.000500,0
21.1000,45.151,121.3586,0.000500,0
21.1500,45.151,121.6594,0.000500,0
21.2000,45.151,121.9536,0.000500,0
21.2500,45.151,122.2391,0.000500,0
21.3000,45.151,122.5137,0.000500,0
21.3500,45.151,122.7756,0.000500,0
21.4000,45.151,123.0228,0.000500,0
21.4500,45.151,123.2535,0.000500,0
21.5000,45.151,123.4661,0.000500,0
21.5500,45.151,123.6590,0.000500,0
21.6000,45.151,123.8309,0.000500,0
21.6500,45.151,123.9804,0.000500,0
21.7000,45.151,124.1066,0.000500,0
21.7500,45.151,124.2085,0.000500,0
21.8000,45.151,124.2854,0.000500,0
21.8500,45.151,124.3367,0.000500,0
21.9000,45.151,124.3620,0.000500,0
21.9500,45.151,124.3612,0.000500,0
22.0000,45.151,124.3343,0.000500,0
22.0500,45.151,124.2814,0.000500,0
22.1000,45.151,124.2030,0.000500,0
22.1500,45.151,124.0996,0.000500,0
22.2000,45.151,123.9720,0.000500,0
22.2500,45.151,123.8210,0.000500,0
22.3000,45.151,123.6478,0.000500,0
22.3500,45.151,123.4536,0.000500,0
22.4000,45.151,123.2399,0.000500,0
22.4500,45.151,123.0081,0.000500,0
22.5000,45.151,122.7600,0.000500,0
22.5500,45.151,122.4973,0.000500,0
22.6000,45.151,122.2219,0.000500,0
22.6500,45.151,121.9359,0.000500,0
22.7000,45.151,121.6412,0.000500,0
22.7500,45.151,121.3401,0.000500,0
22.8000,45.151,121.0346,0.000500,0
22.8500,45.151,120.7270,0.000500,0
22.9000,45.151,120.4196,0.000500,0
22.9500,45.151,120.1144,0.000500,0
23.0000,45.151,119.8138,0.000500,0
23.0500,45.151,119.5200,0.000500,0
23.1000,45.151,119.2349,0.000500,0
23.1500,45.151,118.9607,0.000500,0
23.2000,45.151,118.6994,0.000500,0
23.2500,45.151,118.4529,0.000500,0
23.3000,45.151,118.2228,0.000500,0
23.3500,45.151,118.0110,0.000500,0
23.4000,45.151,117.8189,0.000500,0
23.4500,45.151,117.6479,0.000500,0
23.5000,45.151,117.4993,0.000500,0
23.5500,45.151,117.3740,0.000500,0
23.6000,45.151,117.2731,0.000500,0
23.6500,45.151,117.1973,0.000500,0
23.7000,45.151,117.1470,0.000500,0
23.7500,45.151,117.1227,0.000500,0
23.8000,45.151,117.1246,0.000500,0
23.8500,45.151,117.1525,0.000500,0
23.9000,45.151,117.2064,0.000500,0
23.9500,45.151,117.2859,0.000500,0
24.0000,45.151,117.3903,0.000500,0
24.0500,45.151,117.5188,0.000500,0
24.1000,45.151,117.6707,0.000500,0
24.1500,45.151,117.8448,0.000500,0
24.2000,45.151,118.0397,0.000500,0
24.2500,45.151,118.2542,0.000500,0
24.3000,45.151,118.4867,0.000500,0
24.3500,45.151,118.7354,0.000500,0
24.4000,45.151,118.9987,0.000500,0
24.4500,45.151,119.2745,0.000500,0
24.5000,45.151,119.5610,0.000500,0
24.5500,45.151,119.8559,0.000500,0
24.6000,45.151,120.1573,0.000500,0
24.6500,45.151,120.4629,0.000500,0
24.7000,45.151,120.7705,0.000500,0
24.7500,45.151,121.0779,0.000500,0
24.8000,45.151,121.3829,0.000500,0
24.8500,45.151,121.6833,0.000500,0
24.9000,45.151,121.9768,0.000500,0
24.9500,45.151,122.2615,0.000500,0
25.0000,45.151,122.5352,0.000500,0
25.0500,45.151,122.7960,0.000500,0
25.1000,45.151,123.0419,0.000500,0
25.1500,45.151,123.2712,0.000500,0
25.2000,45.151,123.4823,0.000500,0
25.2500,45.151,123.6736,0.000500,0
25.3000,45.151,123.8437,0.000500,0
25.3500,45.151,123.9914,0.000500,0
25.4000,45.151,124.1157,0.000500,0
25.4500,45.151,124.2156,0.000500,0
25.5000,45.151,124.2904,0.000500,0
25.5500,45.151,124.3396,0.000500,0
25.6000,45.151,124.3629,0.000500,0
25.6500,45.151,124.3600,0.000500,0
25.7000,45.151,124.3310,0.000500,0
25.7500,45.151,124.2761,0.000500,0
25.8000,45.151,124.1956,0.000500,0
25.8500,45.151,124.0902,0.000500,0
25.9000,45.151,123.9607,0.000500,0
25.9500,45.151,123.8079,0.000500,0
26.0000,45.151,123.6330,0.000500,0
26.0500,45.151,123.4372,0.000500,0
26.1000,45.151,123.2220,0.000500,0
26.1500,45.151,122.9888,0.000500,0
26.2000,45.151,122.7395,0.000500,0
26.2500,45.151,122.4757,0.000500,0
26.3000,45.151,122.1994,0.000500,0
26.3500,45.151,121.9126,0.000500,0
26.4000,45.151,121.6173,0.000500,0
26.4500,45.151,121.3157,0.000500,0
26.5000,45.151,121.0100,0.000500,0
26.5500,45.151,120.7024,0.000500,0
26.6000,45.151,120.3950,0.000500,0
26.6500,45.151,120.0901,0.000500,0
26.7000,45.151,119.7900,0.000500,0
26.7500,45.151,119.4967,0.000500,0
26.8000,45.151,119.2125,0.000500,0
26.8500,45.151,118.9393,0.000500,0
26.9000,45.151,118.6791,0.000500,0
26.9500,45.151,118.4338,0.000500,0
27.0000,45.151,118.2052,0.000500,0
27.0500,45.151,117.9949,0.000500,0
27.1000,45.151,117.8044,0.000500,0
27.1500,45.151,117.6352,0.000500,0
27.2000,45.151,117.4883,0.000500,0
27.2500,45.151,117.3650,0.000500,0
27.3000,45.151,117.2661,0.000500,0
27.3500,45.151,117.1923,0.000500,0
27.4000,45.151,117.1441,0.000500,0
27.4500,45.151,117.1219,0.000500,0
27.5000,45.151,117.1259,0.000500,0
27.5500,45.151,117.1559,0.000500,0
27.6000,45.151,117.2119,0.000500,0
27.6500,45.151,117.2933,0.000500,0
27.7000,45.151,117.3997,0.000500,0
27.7500,45.151,117.5302,0.000500,0
27.8000,45.151,117.6839,0.000500,0
27.8500,45.151,117.8596,0.000500,0
27.9000,45.151,118.0562,0.000500,0
27.9500,45.151,118.2722,0.000500,0
28.0000,45.151,118.5061,0.000500,0
28.0500,45.151,118.7560,0.000500,0
28.1000,45.151,119.0204,0.000500,0
28.1500,45.151,119.2971,0.000500,0
28.2000,45.151,119.5843,0.000500,0
28.2500,45.151,119.8799,0.000500,0
28.3000,45.151,120.1817,0.000500,0
28.3500,45.151,120.4875,0.000500,0
28.4000,45.151,120.7952,0.000500,0
28.4500,45.151,121.1025,0.000500,0
28.5000,45.151,121.4072,0.000500,0
28.5500,45.151,121.7071,0.000500,0
28.6000,45.151,122.0000,0.000500,0
28.6500,45.151,122.2839,0.000500,0
28.7000,45.151,122.5566,0.000500,0
28.7500,45.151,122.8162,0.000500,0
28.8000,45.151,123.0609,0.000500,0
28.8500,45.151,123.2888,0.000500,0
28.9000,45.151,123.4984,0.000500,0
28.9500,45.151,123.6880,0.000500,0
29.0000,45.151,123.8564,0.000500,0
29.0500,45.151,124.0022,0.000500,0
29.1000,45.151,124.1246,0.000500,0
29.1500,45.151,124.2225,0.000500,0
29.2000,45.151,124.2953,0.000500,0
29.2500,45.151,124.3425,0.000500,0
29.3000,45.151,124.3636,0.000500,0
29.3500,45.151,124.3586,0.000500,0
29.4000,45.151,124.3275,0.000500,0
29.4500,45.151,124.2705,0.000500,0
29.5000,45.151,124.1881,0.000500,0
29.5500,45.151,124.0807,0.000500,0
29.6000,45.151,123.9493,0.000500,0
29.6500,45.151,123.7947,0.000500,0
29.7000,45.151,123.6181,0.000500,0
29.7500,45.151,123.4207,0.000500,0
29.8000,45.151,123.2039,0.000500,0
29.8500,45.151,122.9694,0.000500,0
29.9000,45.151,122.7188,0.000500,0
29.9500,45.151,122.4540,0.000500,0
30.0000,45.151,122.1767,0.000500,0
30.0500,45.151,121.8892,0.000500,0
30.1000,45.151,121.5933,0.000500,0
30.1500,45.151,121.2913,0.000500,0
30.2000,45.151,120.9854,0.000500,0
30.2500,45.151,120.6777,0.000500,0
30.3000,45.151,120.3704,0.000500,0
30.3500,45.151,120.0659,0.000500,0
30.4000,45.151,119.7662,0.000500,0
30.4500,45.151,119.4736,0.000500,0
30.5000,45.151,119.1901,0.000500,0
30.5500,45.151,118.9179,0.000500,0
30.6000,45.151,118.6588,0.000500,0
30.6500,45.151,118.4148,0.000500,0
30.7000,45.151,118.1876,0.000500,0
30.7500,45.151,117.9788,0.000500,0
30.8000,45.151,117.7900,0.000500,0
30.8500,45.151,117.6225,0.000500,0
30.9000,45.151,117.4776,0.000500,0
30.9500,45.151,117.3562,0.000500,0
31.0000,45.151,117.2593,0.000500,0
31.0500,45.151,117.1875,0.000500,0
31.1000,45.151,117.1414,0.000500,0
31.1500,45.151,117.1213,0.000500,0
31.2000,45.151,117.1273,0.000500,0
31.2500,45.151,117.1595,0.000500,0
31.3000,45.151,117.2175,0.000500,0
31.3500,45.151,117.3009,0.000500,0
31.4000,45.151,117.4093,0.000500,0
31.4500,45.151,117.5417,0.000500,0
31.5000,45.151,117.6972,0.000500,0
31.5500,45.151,117.8747,0.000500,0
31.6000,45.151,118.0729,0.000500,0
31.6500,45.151,118.2903,0.000500,0
31.7000,45.151,118.5255,0.000500,0
31.7500,45.151,118.7767,0.000500,0
31.8000,45.151,119.0421,0.000500,0
31.8500,45.151,119.3198,0.000500,0
31.9000,45.151,119.6077,0.000500,0
31.9500,45.151,119.9039,0.000500,0
32.0000,45.151,120.2061,0.000500,0
32.0500,45.151,120.5121,0.000500,0
32.1000,45.151,120.8199,0.000500,0
32.1500,45.151,121.1270,0.000500,0
32.2000,45.151,121.4314,0.000500,0
32.2500,96.805,89.9851,0.080000,1
32.3000,96.805,90.0407,0.080000,0
32.3500,96.805,90.0778,0.080000,0
32.4000,96.805,90.0960,0.080000,0
32.4500,96.805,90.0953,0.080000,0
32.5000,96.805,90.0757,0.080000,0
32.5500,96.805,90.0373,0.080000,0
32.6000,96.805,89.9804,0.080000,0
32.6500,96.805,89.9054,0.080000,0
32.7000,47.487,89.8129,0.000500,0
32.7500,47.487,89.7034,0.000500,0
32.8000,47.487,89.5779,0.000500,0
32.8500,47.487,89.4371,0.000500,0
32.9000,47.487,89.2822,0.000500,0
32.9500,47.487,89.1142,0.000500,0
33.0000,47.487,88.9344,0.000500,0
33.0500,47.487,88.7440,0.000500,0
33.1000,47.487,88.5445,0.000500,0
