t_s,rtt_ms,capacity_mbps,loss_p,reconfig
2.7500,35.000,67.9015,0.000500,0
2.8000,35.000,67.9024,0.000500,0
2.8500,35.000,67.9184,0.000500,0
2.9000,35.000,67.9495,0.000500,0
2.9500,35.000,67.9954,0.000500,0
3.0000,35.000,68.0558,0.000500,0
3.0500,35.000,68.1302,0.000500,0
3.1000,35.000,68.2181,0.000500,0
3.1500,35.000,68.3189,0.000500,0
3.2000,35.000,68.4318,0.000500,0
3.2500,35.000,68.5560,0.000500,0
3.3000,35.000,68.6907,0.000500,0
3.3500,35.000,68.8348,0.000500,0
3.4000,35.000,68.9873,0.000500,0
3.4500,35.000,69.1472,0.000500,0
3.5000,35.000,69.3132,0.000500,0
3.5500,35.000,69.4841,0.000500,0
3.6000,35.000,69.6588,0.000500,0
3.6500,35.000,69.8360,0.000500,0
3.7000,35.000,70.0143,0.000500,0
3.7500,35.000,70.1925,0.000500,0
3.8000,35.000,70.3694,0.000500,0
3.8500,35.000,70.5436,0.000500,0
3.9000,35.000,70.7138,0.000500,0
3.9500,35.000,70.8789,0.000500,0
4.0000,35.000,71.0376,0.000500,0
4.0500,35.000,71.1889,0.000500,0
4.1000,35.000,71.3316,0.000500,0
4.1500,35.000,71.4646,0.000500,0
4.2000,35.000,71.5871,0.000500,0
4.2500,35.000,71.6981,0.000500,0
4.3000,35.000,71.7969,0.000500,0
4.3500,35.000,71.8827,0.000500,0
4.4000,35.000,71.9548,0.000500,0
4.4500,35.000,72.0129,0.000500,0
4.5000,35.000,72.0565,0.000500,0
4.5500,35.000,72.0852,0.000500,0
4.6000,35.000,72.0988,0.000500,0
4.6500,35.000,72.0973,0.000500,0
4.7000,35.000,72.0806,0.000500,0
4.7500,35.000,72.0489,0.000500,0
4.8000,35.000,72.0024,0.000500,0
4.8500,35.000,71.9415,0.000500,0
4.9000,35.000,71.8665,0.000500,0
4.9500,35.000,71.7781,0.000500,0
5.0000,35.000,71.6768,0.000500,0
5.0500,35.000,71.5634,0.000500,0
5.1000,35.000,71.4388,0.000500,0
5.1500,35.000,71.3037,0.000500,0
5.2000,35.000,71.1592,0.000500,0
5.2500,35.000,71.0064,0.000500,0
5.3000,35.000,70.8463,0.000500,0
5.3500,35.000,70.6800,0.000500,0
5.4000,35.000,70.5089,0.000500,0
5.4500,35.000,70.3341,0.000500,0
5.5000,35.000,70.1569,0.000500,0
5.5500,35.000,69.9785,0.000500,0
5.6000,35.000,69.8003,0.000500,0
5.6500,35.000,69.6236,0.000500,0
5.7000,35.000,69.4495,0.000500,0
5.7500,35.000,69.2795,0.000500,0
5.8000,35.000,69.1146,0.000500,0
5.8500,35.000,68.9561,0.000500,0
5.9000,35.000,68.8052,0.000500,0
5.9500,35.000,68.6629,0.000500,0
6.0000,35.000,68.5303,0.000500,0
6.0500,35.000,68.4082,0.000500,0
6.1000,35.000,68.2977,0.000500,0
6.1500,35.000,68.1994,0.000500,0
6.2000,35.000,68.1142,0.000500,0
6.2500,35.000,68.0425,0.000500,0
6.3000,35.000,67.9850,0.000500,0
6.3500,35.000,67.9421,0.000500,0
6.4000,35.000,67.9140,0.000500,0
6.4500,35.000,67.9010,0.000500,0
6.5000,35.000,67.9031,0.000500,0
6.5500,35.000,67.9204,0.000500,0
6.6000,35.000,67.9527,0.000500,0
6.6500,35.000,67.9997,0.000500,0
6.7000,35.000,68.0612,0.000500,0
6.7500,35.000,68.1368,0.000500,0
6.8000,35.000,68.2257,0.000500,0
6.8500,35.000,68.3275,0.000500,0
6.9000,35.000,68.4413,0.000500,0
6.9500,35.000,68.5665,0.000500,0
7.0000,35.000,68.7019,0.000500,0
7.0500,35.000,68.8467,0.000500,0
7.1000,35.000,68.9999,0.000500,0
7.1500,35.000,69.1603,0.000500,0
7.2000,35.000,69.3267,0.000500,0
7.2500,35.000,69.4980,0.000500,0
7.3000,35.000,69.6730,0.000500,0
7.3500,35.000,69.8502,0.000500,0
7.4000,35.000,70.0286,0.000500,0
7.4500,35.000,70.2068,0.000500,0
7.5000,35.000,70.3835,0.000500,0
7.5500,35.000,70.5574,0.000500,0
7.6000,35.000,70.7272,0.000500,0
7.6500,35.000,70.8919,0.000500,0
7.7000,35.000,71.0501,0.000500,0
7.7500,35.000,71.2007,0.000500,0
7.8000,35.000,71.3426,0.000500,0
7.8500,35.000,71.4748,0.000500,0
7.9000,35.000,71.5964,0.000500,0
7.9500,35.000,71.7065,0.000500,0
8.0000,35.000,71.8042,0.000500,0
8.0500,35.000,71.8890,0.000500,0
8.1000,35.000,71.9600,0.000500,0
8.1500,35.000,72.0170,0.000500,0
8.2000,35.000,72.0593,0.000500,0
8.2500,35.000,72.0868,0.000500,0
8.3000,35.000,72.0992,0.000500,0
8.3500,35.000,72.0965,0.000500,0
8.4000,35.000,72.0786,0.000500,0
8.4500,35.000,72.0457,0.000500,0
8.5000,35.000,71.9981,0.000500,0
8.5500,35.000,71.9360,0.000500,0
8.6000,35.000,71.8599,0.000500,0
8.6500,35.000,71.7704,0.000500,0
8.7000,35.000,71.6682,0.000500,0
8.7500,35.000,71.5538,0.000500,0
8.8000,35.000,71.4283,0.000500,0
8.8500,35.000,71.2925,0.000500,0
8.9000,35.000,71.1473,0.000500,0
8.9500,35.000,70.9938,0.000500,0
9.0000,35.000,70.8332,0.000500,0
9.0500,35.000,70.6665,0.000500,0
9.1000,35.000,70.4950,0.000500,0
9.1500,35.000,70.3200,0.000500,0
9.2000,35.000,70.1426,0.000500,0
9.2500,35.000,69.9642,0.000500,0
9.3000,35.000,69.7861,0.000500,0
9.3500,35.000,69.6095,0.000500,0
9.4000,35.000,69.4357,0.000500,0
9.4500,35.000,69.2661,0.000500,0
9.5000,35.000,69.1017,0.000500,0
9.5500,35.000,68.9438,0.000500,0
9.6000,35.000,68.7935,0.000500,0
9.6500,35.000,68.6519,0.000500,0
9.7000,35.000,68.5201,0.000500,0
9.7500,35.000,68.3989,0.000500,0
9.8000,35.000,68.2893,0.000500,0
9.8500,35.000,68.1921,0.000500,0
9.9000,35.000,68.1079,0.000500,0
9.9500,35.000,68.0374,0.000500,0
10.0000,35.000,67.9811,0.000500,0
10.0500,35.000,67.9393,0.000500,0
10.1000,102.968,102.9553,0.080000,1
10.1500,102.968,103.1703,0.080000,0
10.2000,102.968,103.3981,0.080000,0
10.2500,102.968,103.6369,0.080000,0
10.3000,102.968,103.8851,0.080000,0
10.3500,102.968,104.1409,0.080000,0
10.4000,102.968,104.4024,0.080000,0
10.4500,102.968,104.6678,0.080000,0
10.5000,102.968,104.9350,0.000500,0
10.5500,102.968,105.2023,0.000500,0
10.6000,102.968,105.4676,0.000500,0
10.6500,102.968,105.7290,0.000500,0
10.7000,102.968,105.9848,0.000500,0
10.7500,102.968,106.2329,0.000500,0
10.8000,102.968,106.4716,0.000500,0
10.8500,102.968,106.6993,0.000500,0
10.9000,102.968,106.9141,0.000500,0
10.9500,102.968,107.1147,0.000500,0
11.0000,102.968,107.2996,0.000500,0
11.0500,102.968,107.4673,0.000500,0
11.1000,102.968,107.6168,0.000500,0
11.1500,102.968,107.7469,0.000500,0
11.2000,102.968,107.8566,0.000500,0
11.2500,102.968,107.9453,0.000500,0
11.3000,102.968,108.0122,0.000500,0
11.3500,102.968,108.0569,0.000500,0
11.4000,102.968,108.0791,0.000500,0
11.4500,102.968,108.0785,0.000500,0
11.5000,102.968,108.0552,0.000500,0
11.5500,102.968,108.0094,0.000500,0
11.6000,102.968,107.9414,0.000500,0
11.6500,102.968,107.8516,0.000500,0
11.7000,102.968,107.7408,0.000500,0
11.7500,102.968,107.6097,0.000500,0
11.8000,102.968,107.4593,0.000500,0
11.8500,102.968,107.2906,0.000500,0
11.9000,102.968,107.1050,0.000500,0
11.9500,102.968,106.9036,0.000500,0
12.0000,102.968,106.6880,0.000500,0
12.0500,102.968,106.4598,0.000500,0
12.1000,102.968,106.2206,0.000500,0
12.1500,102.968,105.9720,0.000500,0
12.2000,102.968,105.7159,0.000500,0
12.2500,102.968,105.4543,0.000500,0
12.3000,102.968,105.1888,0.000500,0
12.3500,102.968,104.9215,0.000500,0
12.4000,102.968,104.6543,0.000500,0
12.4500,102.968,104.3891,0.000500,0
12.5000,102.968,104.1278,0.000500,0
12.5500,102.968,103.8724,0.000500,0
12.6000,102.968,103.6246,0.000500,0
12.6500,102.968,103.3863,0.000500,0
12.7000,102.968,103.1591,0.000500,0
12.7500,102.968,102.9448,0.000500,0
12.8000,102.968,102.7448,0.000500,0
12.8500,102.968,102.5606,0.000500,0
12.9000,102.968,102.3936,0.000500,0
12.9500,102.968,102.2448,0.000500,0
13.0000,102.968,102.1156,0.000500,0
13.0500,102.968,102.0066,0.000500,0
13.1000,102.968,101.9188,0.000500,0
13.1500,102.968,101.8528,0.000500,0
13.2000,102.968,101.8090,0.000500,0
13.2500,102.968,101.7878,0.000500,0
13.3000,102.968,101.7892,0.000500,0
13.3500,102.968,101.8134,0.000500,0
13.4000,102.968,101.8602,0.000500,0
13.4500,102.968,101.9291,0.000500,0
13.5000,102.968,102.0197,0.000500,0
13.5500,102.968,102.1313,0.000500,0
13.6000,102.968,102.2632,0.000500,0
13.6500,102.968,102.4144,0.000500,0
13.7000,102.968,102.5837,0.000500,0
13.7500,102.968,102.7700,0.000500,0
13.8000,102.968,102.9720,0.000500,0
13.8500,102.968,103.1881,0.000500,0
13.9000,102.968,103.4168,0.000500,0
13.9500,102.968,103.6565,0.000500,0
14.0000,102.968,103.9054,0.000500,0
14.0500,102.968,104.1617,0.000500,0
14.1000,102.968,104.4236,0.000500,0
14.1500,102.968,104.6891,0.000500,0
14.2000,102.968,104.9565,0.000500,0
14.2500,102.968,105.2236,0.000500,0
14.3000,102.968,105.4887,0.000500,0
14.3500,102.968,105.7498,0.000500,0
14.4000,102.968,106.0050,0.000500,0
14.4500,102.968,106.2524,0.000500,0
14.5000,102.968,106.4903,0.000500,0
14.5500,102.968,106.7170,0.000500,0
14.6000,102.968,106.9308,0.000500,0
14.6500,102.968,107.1302,0.000500,0
14.7000,102.968,107.3137,0.000500,0
14.7500,102.968,107.4800,0.000500,0
14.8000,102.968,107.6279,0.000500,0
14.8500,102.968,107.7564,0.000500,0
14.9000,102.968,107.8645,0.000500,0
14.9500,102.968,107.9515,0.000500,0
15.0000,102.968,108.0166,0.000500,0
15.0500,102.968,108.0595,0.000500,0
15.1000,102.968,108.0799,0.000500,0
15.1500,102.968,108.0775,0.000500,0
15.2000,102.968,108.0524,0.000500,0
15.2500,102.968,108.0047,0.000500,0
15.3000,102.968,107.9349,0.000500,0
15.3500,102.968,107.8435,0.000500,0
15.4000,102.968,107.7310,0.000500,0
15.4500,102.968,107.5983,0.000500,0
15.5000,102.968,107.4464,0.000500,0
15.5500,102.968,107.2764,0.000500,0
15.6000,102.968,107.0894,0.000500,0
15.6500,102.968,106.8868,0.000500,0
15.7000,102.968,106.6702,0.000500,0
15.7500,102.968,106.4410,0.000500,0
15.8000,102.968,106.2009,0.000500,0
15.8500,102.968,105.9517,0.000500,0
15.9000,102.968,105.6952,0.000500,0
15.9500,102.968,105.4331,0.000500,0
16.0000,102.968,105.1674,0.000500,0
16.0500,102.968,104.9000,0.000500,0
16.1000,102.968,104.6329,0.000500,0
16.1500,102.968,104.3680,0.000500,0
16.2000,102.968,104.1071,0.000500,0
16.2500,102.968,103.8522,0.000500,0
16.3000,102.968,103.6051,0.000500,0
16.3500,102.968,103.3676,0.000500,0
16.4000,102.968,103.1414,0.000500,0
16.4500,102.968,102.9282,0.000500,0
16.5000,102.968,102.7294,0.000500,0
16.5500,102.968,102.5466,0.000500,0
16.6000,102.968,102.3809,0.000500,0
16.6500,102.968,102.2338,0.000500,0
16.7000,102.968,102.1061,0.000500,0
16.7500,102.968,101.9988,0.000500,0
16.8000,102.968,101.9127,0.000500,0
16.8500,102.968,101.8484,0.000500,0
16.9000,102.968,101.8064,0.000500,0
16.9500,102.968,101.7870,0.000500,0
17.0000,102.968,101.7903,0.000500,0
17.0500,102.968,101.8164,0.000500,0
17.1000,102.968,101.8649,0.000500,0
17.1500,102.968,101.9355,0.000500,0
17.2000,102.968,102.0279,0.000500,0
17.2500,102.968,102.1412,0.000500,0
17.3000,102.968,102.2746,0.000500,0
17.3500,102.968,102.4273,0.000500,0
17.4000,102.968,102.5981,0.000500,0
17.4500,102.968,102.7857,0.000500,0
17.5000,102.968,102.9888,0.000500,0
17.5500,102.968,103.2060,0.000500,0
17.6000,102.968,103.4356,0.000500,0
17.6500,102.968,103.6761,0.000500,0
17.7000,102.968,103.9257,0.000500,0
17.7500,102.968,104.1825,0.000500,0
17.8000,102.968,104.4447,0.000500,0
17.8500,102.968,104.7105,0.000500,0
17.9000,102.968,104.9779,0.000500,0
17.9500,102.968,105.2450,0.000500,0
18.0000,102.968,105.5098,0.000500,0
18.0500,102.968,105.7705,0.000500,0
18.1000,102.968,106.0251,0.000500,0
18.1500,102.968,106.2718,0.000500,0
18.2000,102.968,106.5089,0.000500,0
18.2500,102.968,106.7346,0.000500,0
18.3000,102.968,106.9473,0.000500,0
18.3500,102.968,107.1455,0.000500,0
18.4000,102.968,107.3277,0.000500,0
18.4500,102.968,107.4926,0.000500,0
18.5000,102.968,107.6390,0.000500,0
18.5500,102.968,107.7659,0.000500,0
18.6000,102.968,107.8723,0.000500,0
18.6500,102.968,107.9575,0.000500,0
18.7000,102.968,108.0209,0.000500,0
18.7500,102.968,108.0620,0.000500,0
18.8000,102.968,108.0805,0.000500,0
18.8500,102.968,108.0763,0.000500,0
18.9000,102.968,108.0494,0.000500,0
18.9500,102.968,108.0000,0.000500,0
19.0000,102.968,107.9284,0.000500,0
19.0500,102.968,107.8352,0.000500,0
19.1000,102.968,107.7211,0.000500,0
19.1500,102.968,107.5869,0.000500,0
19.2000,102.968,107.4334,0.000500,0
19.2500,102.968,107.2620,0.000500,0
19.3000,102.968,107.0737,0.000500,0
19.3500,102.968,106.8700,0.000500,0
19.4000,102.968,106.6523,0.000500,0
19.4500,102.968,106.4221,0.000500,0
19.5000,102.968,106.1813,0.000500,0
19.5500,102.968,105.9314,0.000500,0
19.6000,112.397,91.4669,0.080000,1
19.6500,112.397,91.3019,0.080000,0
19.7000,112.397,91.1520,0.080000,0
19.7500,112.397,91.0184,0.080000,0
19.8000,112.397,90.9020,0.080000,0
19.8500,112.397,90.8036,0.080000,0
19.9000,112.397,90.7240,0.080000,0
19.9500,112.397,90.6638,0.080000,0
20.0000,112.397,90.6233,0.000500,0
20.0500,112.397,90.6029,0.000500,0
20.1000,112.397,90.6027,0.000500,0
20.1500,112.397,90.6227,0.000500,0
20.2000,112.397,90.6628,0.000500,0
20.2500,112.397,90.7227,0.000500,0
20.3000,112.397,90.8019,0.000500,0
20.3500,112.397,90.8999,0.000500,0
20.4000,112.397,91.0160,0.000500,0
20.4500,112.397,91.1493,0.000500,0
20.5000,112.397,91.2989,0.000500,0
20.5500,112.397,91.4636,0.000500,0
20.6000,112.397,91.6424,0.000500,0
20.6500,112.397,91.8338,0.000500,0
20.7000,112.397,92.0366,0.000500,0
20.7500,112.397,92.2493,0.000500,0
20.8000,112.397,92.4703,0.000500,0
20.8500,112.397,92.6980,0.000500,0
20.9000,112.397,92.9308,0.000500,0
20.9500,112.397,93.1670,0.000500,0
21.0000,112.397,93.4048,0.000500,0
21.0500,112.397,93.6427,0.000500,0
21.1000,112.397,93.8789,0.000500,0
21.1500,112.397,94.1116,0.000500,0
21.2000,112.397,94.3392,0.000500,0
21.2500,112.397,94.5600,0.000500,0
21.3000,112.397,94.7724,0.000500,0
21.3500,112.397,94.9750,0.000500,0
21.4000,112.397,95.1662,0.000500,0
21.4500,112.397,95.3447,0.000500,0
21.5000,112.397,95.5091,0.000500,0
21.5500,112.397,95.6584,0.000500,0
21.6000,112.397,95.7913,0.000500,0
21.6500,112.397,95.9070,0.000500,0
21.7000,112.397,96.0046,0.000500,0
21.7500,112.397,96.0835,0.000500,0
21.8000,112.397,96.1429,0.000500,0
21.8500,112.397,96.1826,0.000500,0
21.9000,112.397,96.2022,0.000500,0
21.9500,112.397,96.2016,0.000500,0
22.0000,112.397,96.1808,0.000500,0
22.0500,112.397,96.1399,0.000500,0
22.1000,112.397,96.0792,0.000500,0
22.1500,112.397,95.9992,0.000500,0
22.2000,112.397,95.9005,0.000500,0
22.2500,112.397,95.7837,0.000500,0
22.3000,112.397,95.6497,0.000500,0
22.3500,112.397,95.4995,0.000500,0
22.4000,112.397,95.3342,0.000500,0
22.4500,112.397,95.1549,0.000500,0
22.5000,112.397,94.9630,0.000500,0
22.5500,112.397,94.7598,0.000500,0
22.6000,112.397,94.5467,0.000500,0
22.6500,112.397,94.3255,0.000500,0
22.7000,112.397,94.0975,0.000500,0
22.7500,112.397,93.8646,0.000500,0
22.8000,112.397,93.6283,0.000500,0
22.8500,112.397,93.3903,0.000500,0
22.9000,112.397,93.1525,0.000500,0
22.9500,112.397,92.9164,0.000500,0
23.0000,112.397,92.6839,0.000500,0
23.0500,112.397,92.4566,0.000500,0
23.1000,112.397,92.2361,0.000500,0
23.1500,112.397,92.0240,0.000500,0
23.2000,112.397,91.8218,0.000500,0
23.2500,112.397,91.6311,0.000500,0
23.3000,112.397,91.4532,0.000500,0
23.3500,112.397,91.2893,0.000500,0
23.4000,112.397,91.1407,0.000500,0
23.4500,112.397,91.0084,0.000500,0
23.5000,112.397,90.8934,0.000500,0
23.5500,112.397,90.7966,0.000500,0
23.6000,112.397,90.7185,0.000500,0
23.6500,112.397,90.6598,0.000500,0
23.7000,112.397,90.6209,0.000500,0
23.7500,112.397,90.6022,0.000500,0
23.8000,112.397,90.6036,0.000500,0
23.8500,112.397,90.6252,0.000500,0
23.9000,112.397,90.6669,0.000500,0
23.9500,112.397,90.7284,0.000500,0
24.0000,112.397,90.8091,0.000500,0
24.0500,112.397,90.9086,0.000500,0
24.1000,112.397,91.0261,0.000500,0
24.1500,112.397,91.1607,0.000500,0
24.2000,112.397,91.3115,0.000500,0
24.2500,112.397,91.4775,0.000500,0
24.3000,112.397,91.6573,0.000500,0
24.3500,112.397,91.8497,0.000500,0
24.4000,112.397,92.0533,0.000500,0
24.4500,112.397,92.2667,0.000500,0
24.5000,112.397,92.4883,0.000500,0
24.5500,112.397,92.7165,0.000500,0
24.6000,112.397,92.9496,0.000500,0
24.6500,112.397,93.1860,0.000500,0
24.7000,112.397,93.4239,0.000500,0
24.7500,112.397,93.6617,0.000500,0
24.8000,112.397,93.8977,0.000500,0
24.8500,112.397,94.1300,0.000500,0
24.9000,112.397,94.3571,0.000500,0
24.9500,112.397,94.5773,0.000500,0
25.0000,112.397,94.7891,0.000500,0
25.0500,112.397,94.9908,0.000500,0
25.1000,112.397,95.1810,0.000500,0
25.1500,112.397,95.3584,0.000500,0
25.2000,112.397,95.5217,0.000500,0
25.2500,112.397,95.6697,0.000500,0
25.3000,112.397,95.8013,0.000500,0
25.3500,112.397,95.9155,0.000500,0
25.4000,112.397,96.0117,0.000500,0
25.4500,112.397,96.0890,0.000500,0
25.5000,112.397,96.1468,0.000500,0
25.5500,112.397,96.1849,0.000500,0
25.6000,112.397,96.2029,0.000500,0
25.6500,112.397,96.2007,0.000500,0
25.7000,112.397,96.1782,0.000500,0
25.7500,112.397,96.1357,0.000500,0
25.8000,112.397,96.0735,0.000500,0
25.8500,112.397,95.9920,0.000500,0
25.9000,112.397,95.8918,0.000500,0
25.9500,112.397,95.7736,0.000500,0
26.0000,112.397,95.6383,0.000500,0
26.0500,112.397,95.4868,0.000500,0
26.1000,112.397,95.3203,0.000500,0
26.1500,112.397,95.1400,0.000500,0
26.2000,112.397,94.9471,0.000500,0
26.2500,112.397,94.7430,0.000500,0
26.3000,112.397,94.5293,0.000500,0
26.3500,112.397,94.3074,0.000500,0
26.4000,112.397,94.0790,0.000500,0
26.4500,112.397,93.8457,0.000500,0
26.5000,112.397,93.6092,0.000500,0
26.5500,112.397,93.3712,0.000500,0
26.6000,112.397,93.1335,0.000500,0
26.6500,112.397,92.8976,0.000500,0
26.7000,112.397,92.6655,0.000500,0
26.7500,112.397,92.4386,0.000500,0
26.8000,112.397,92.2187,0.000500,0
26.8500,112.397,92.0074,0.000500,0
26.9000,112.397,91.8061,0.000500,0
26.9500,112.397,91.6163,0.000500,0
27.0000,112.397,91.4395,0.000500,0
27.0500,112.397,91.2768,0.000500,0
27.1000,112.397,91.1295,0.000500,0
27.1500,112.397,90.9985,0.000500,0
27.2000,112.397,90.8850,0.000500,0
27.2500,112.397,90.7896,0.000500,0
27.3000,112.397,90.7131,0.000500,0
27.3500,112.397,90.6560,0.000500,0
27.4000,112.397,90.6187,0.000500,0
27.4500,112.397,90.6015,0.000500,0
27.5000,112.397,90.6046,0.000500,0
27.5500,112.397,90.6278,0.000500,0
27.6000,112.397,90.6711,0.000500,0
27.6500,112.397,90.7341,0.000500,0
27.7000,112.397,90.8164,0.000500,0
27.7500,112.397,90.9173,0.000500,0
27.8000,112.397,91.0362,0.000500,0
27.8500,112.397,91.1722,0.000500,0
27.9000,112.397,91.3243,0.000500,0
27.9500,112.397,91.4914,0.000500,0
28.0000,112.397,91.6723,0.000500,0
28.0500,112.397,91.8656,0.000500,0
28.1000,112.397,92.0701,0.000500,0
28.1500,112.397,92.2842,0.000500,0
28.2000,112.397,92.5064,0.000500,0
28.2500,112.397,92.7350,0.000500,0
28.3000,112.397,92.9684,0.000500,0
28.3500,112.397,93.2050,0.000500,0
28.4000,112.397,93.4430,0.000500,0
28.4500,112.397,93.6808,0.000500,0
28.5000,112.397,93.9165,0.000500,0
28.5500,112.397,94.1485,0.000500,0
28.6000,112.397,94.3751,0.000500,0
28.6500,136.925,65.0365,0.080000,1
28.7000,136.925,65.0507,0.080000,0
28.7500,136.925,65.0514,0.080000,0
28.8000,136.925,65.0383,0.080000,0
28.8500,136.925,65.0117,0.080000,0
28.9000,136.925,64.9716,0.080000,0
28.9500,136.925,64.9185,0.080000,0
29.0000,136.925,64.8527,0.080000,0
29.0500,136.925,64.7746,0.000500,0
29.1000,136.925,64.6849,0.000500,0
29.1500,136.925,64.5841,0.000500,0
29.2000,136.925,64.4730,0.000500,0
29.2500,136.925,64.3525,0.000500,0
29.3000,136.925,64.2233,0.000500,0
29.3500,136.925,64.0864,0.000500,0
29.4000,136.925,63.9429,0.000500,0
29.4500,136.925,63.7936,0.000500,0
29.5000,136.925,63.6398,0.000500,0
29.5500,136.925,63.4825,0.000500,0
29.6000,136.925,63.3228,0.000500,0
29.6500,136.925,63.1620,0.000500,0
29.7000,136.925,63.0011,0.000500,0
29.7500,136.925,62.8414,0.000500,0
29.8000,136.925,62.6839,0.000500,0
29.8500,136.925,62.5299,0.000500,0
29.9000,136.925,62.3804,0.000500,0
29.9500,136.925,62.2365,0.000500,0
